,text,clean_text,is_spam
3313,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,โอ้ ดีจัง มันเกิดขึ้นกับฉันที่ทรอน บางทีฉันอาจจะดีแอลมันในสามมิติเมื่อมันออก,0
3315,I know girls always safe and selfish know i got it pa. Thank you. good night.,ฉันรู้ว่าผู้หญิงจะปลอดภัยและเห็นแก่ตัวเสมอ รู้ว่าฉันเข้าใจแล้วพ่อ ขอบคุณนะ ราตรีสวัสดิ์,0
3316,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",ไม่ต้องห่วงค่ะ หวังว่าการถ่ายภาพจะดีนะคะ ขอให้สนุกกับการถ่ายรูปนะคะ,0
3317,I'm freezing and craving ice. Fml,ฉันหนาวและอยากกินน้ําแข็ง,0
3318,Kay... Since we are out already ,เคย์ เนื่องจากเราออกไปแล้ว,0
3319,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,เอ๊ ขอโทษนะ...ฉันไม่เห็นข้อความของเธอเลย ไม่เศร้าแล้ว ฉันดูทีวีอยู่ละตอนนี้ เธอยังอยู่ที่ออฟฟิศอยู่เหรอ,0
3320,Yo im right by yo work,โย่ ฉันอยู่ใกล้ที่ทํางานของเธอละ,0
3321,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,โอเคที่รัก ฉันไม่เป็นไรฉันแค่กังวลเหมือนกัน ฉันต้องทําหนังบางอย่างให้เพื่อนแล้วต้องดูแลอีกครั้ง แต่เธอโทรหาฉันได้นะ,0
3322,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,","หล่อนบอกว่า ""เธอรังเกียจไหมถ้าฉันจะเข้าไปในห้องนอนสักนาที"" ""โอเค"" ฉันอยู่ในอารมณ์ที่เซ็กซี่ หล่อนออกมา 5 นาทีหลังจากนี้พร้อมกับเค้ก...และภรรยาของฉัน",0
3323,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,ฉันไม่ตื่นตั้งแต่ ฉันตรวจสอบสิ่งนั้นและเห็นว่ามันจริงไม่มีที่ว่าง ช่วยโทรหาสถานทูตหรือส่งอีเมลให้พวกเขาทีนะ,0
3324,Nope... Juz off from work...,ไม่ละ...เพิ่งเลิกงาน...,0
3325,Huh so fast... Dat means u havent finished painting?,ฮะ เร็วจัง...นั่นหมายความว่าเธอยังวาดรูปไม่เสร็จเหรอ,0
3326, what number do u live at? Is it 11?,เธออยู่เบอร์อะไรเหรอ 11เหรอ,0
3327,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",ไม่พวกเราใส่ปาร์ตี้ 7 วันต่อสัปดาห์และเรียนเบา ๆ ฉันคิดว่าพวกเราต้องวาดในช่องติ๊กที่กําหนดเองบางอย่างดังนั้นพวกเขารู้ว่าเราฮาร์ดคอร์,0
3328,Sac will score big hundred.he is set batsman:-),ซาคราเมนโต้จะทําคะแนนให้ใหญ่ๆ ได้ละ ตั้งไว้ 3 คะแนน :-),0
3329,Send me yetty's number pls.,ช่วยส่งเบอร์ของคาซากิให้ฉันทีนะ,0
3330,How much it will cost approx . Per month.,ราคาประมาณเท่าไหร่คะ ต่อเดือน,0
3331,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,โอเค... การสอบทฤษฎีเหรอ เมื่อไหร่จะจองอ่ะ ฉันคิดว่าวันที่ 21 พฤษภาคมนะ เพราะคิดว่าอยากจะออกไปเที่ยวกับเอ็นบีซี แต่หล่อนไม่ว่างอ่ะ,0
3333,"That's fine, have him give me a call if he knows what he wants or has any questions",ไม่เป็นไร ให้เขาโทรหาฉันถ้าเขารู้ว่าเขาต้องการอะไรหรือมีคําถามใด ๆ,0
3334,"Sorry, got a late start, we're on the way",โทษที มาสายนะ เรากําลังไป,0
3335,Then u go back urself lor...,งั้นเธอก็กลับไปเองสิ...,0
3336,I AM AT THE GAS STATION. GO THERE.,ผมอยู่ที่ปั้มน้ํามัน ไปที่นั่น,0
3337,"K, if u bored up just come to my home..",เค ถ้าเธอเบื่อแค่มาที่บ้านฉัน...,0
3338,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,ที่รัก ฉันรักเธอ ครอบคลุมใบหน้าของเธอด้วยจูบ,0
3339,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",เหมือนฉันทําให้เขาอ้วกเมื่อเราสูบบุหรี่ในรถของเพื่อนของเราครั้งหนึ่งมันยอดเยี่ยมมาก,0
3340,Still i have not checked it da. . .,ฉันยังไม่ได้ตรวจสอบมันเลย,0
3341,You will go to walmart. I.ll stay.,เธอจะไปวอลมาร์ท ฉันจะอยู่,0
3342,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",ฉันยังไม่ได้ลืมเธอ ฉันอาจจะมีเงินสองสามเหรียญที่จะส่งให้เธอพรุ่งนี้ เคนะ ฉันรักเธอเหมือนกันนะ,0
3343,Oh great. I.ll disturb him more so that we can talk.,โอ้ ดีจัง ฉันจะรบกวนเขามากขึ้นเพื่อเราจะได้คุยกัน,0
3344,Reverse is cheating. That is not mathematics.,ย้อนกลับคือการโกง นั่นไม่ใช่คณิตศาสตร์,0
3345,U're welcome... Caught u using broken english again...,ยินดีค่ะ... จับได้ว่าคุณใช้ภาษาอังกฤษพังอีกแล้ว...,0
3346,No problem baby. Is this is a good time to talk? I called and left a message.,ไม่มีปัญหาที่รัก นี่เป็นเวลาที่ดีที่จะคุยไหม ฉันโทรและฝากข้อความไว้,0
3347,"Sorry, I'll call later",ขอโทษนะ ฉันจะโทรหาทีหลังนะ,0
3348,Oh is it! Which brand?,โอ้ ใช่เลยค่ะ ยี่ห้ออะไรคะ,0
3349,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ขอโทษนะฉันไม่สามารถรับสายของเธอได้ตอนนี้ มันเกิดขึ้นว่ามีอะไรที่เธอต้องการ หล่อนสามารถมาและฉันจะได้ประกันสุขภาพของหล่อน และหล่อนจะสามารถส่งมอบและมีการดูแลขั้นพื้นฐาน ปัจจุบันฉันชอปปิ้งเพื่อสิทธิในประกันสุขภาพแก่หล่อน ดังนั้นให้เวลาฉันจนถึงวันศุกร์เช้านะ เมื่อฉันเจอคนสําคัญที่สามารถแนะนําฉันเพื่อสิทธิประกันได้,0
3350,At what time are you coming.,คุณจะมาตอนกี่โมงคะ,0
3351,Call him and say you not coming today ok and tell them not to fool me like this ok,โทรหาเขาและบอกว่าเธอไม่มาวันนี้ โอเค และบอกพวกเขาว่าอย่าหลอกฉันแบบนี้ โอเคนะ,0
3352,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,ฉันส่งอีเมลล์หาส่วนของฉันแล้ว...เอามาจากเขาได้ไหมอ่ะ...,0
3353,R u sure they'll understand that! Wine * good idea just had a slurp!,เธอแน่ใจเหรอว่าเขาจะเข้าใจ! ไวน์ * ความคิดที่ดีแค่กินมัน!,0
3354,Minimum walk is 3miles a day.,เดินน้อยที่สุดคือวันละ 1 วัน,0
3355,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,โอเคค่ะ ไม่มีปัญหา จะเรียกแท็กซี่ให้ค่ะ วันพรุ่งนี้กับวันอังคาร วันอังคารคิดว่าจะไปโรงหนังกันหมดค่ะ,0
3356,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..","ตุ๊กตาเบบี๋...:-D ;-) , ยานพาหนะต้องขับรถไปข้างนอก....",0
3357,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,ฉันไม่หนีจากเธอ...ฉันเดินช้าและแอมป์ มันฆ่าฉันที่เธอไม่สนใจพอที่จะหยุดฉัน....,0
3359,Please attend the phone:),โปรดเข้าร่วมโทรศัพท์ :),0
3360,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,เธอแค่เกลียดฉัน เธอโทรอะไรก็ได้แต่เธอไม่ยอมรับแม้แต่สายเดียวของฉัน หรือแม้แต่เธอส่งข้อความ,0
3361,No messages on her phone. I'm holding it now,ไม่มีข้อความในโทรศัพท์ของเธอ ฉันกําลังถือมันอยู่ตอนนี้,0
3362,Can... I'm free...,ฉันเป็นอิสระ...,0
3363,"Yo my trip got postponed, you still stocked up?",นี่ ทริปของฉันถูกเลื่อนอ่ะ เธอยังเก็บไว้อยู่ไหมอ่ะ,0
3364,"Sorry, I'll call later",ขอโทษนะ ฉันจะโทรหาทีหลังนะ,0
3365,I am waiting for your call sir.,ฉันรอสายจากคุณอยู่ค่ะ,0
3366,Hey what are you doing. Y no reply pa..,เฮ้ ทําอะไรอยู่เหรอ ทําไมไม่ตอบละพ่อ...,0
3367,"Hey elaine, is today's meeting still on?",เฮ้ เอลไลน์ ประชุมวันนี้ยังเปิดอยู่ไหม,0
3368,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,ขอโทษนะฉันไม่ได้ไปที่นั่น ฉันจะทําพรุ่งนี้นะ ขอโทษจริงๆ,0
3369,Most of the tiime when i don't let you hug me it's so i don't break into tears.,ส่วนใหญ่ของความเศร้าเมื่อฉันไม่ปล่อยให้คุณกอดฉันมันเพื่อไม่ให้น้ําตาไหล,0
3370,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,พรุ่งนี้ฉันไม่ไปโรงหนัง...ดังนั้นฉันสามารถไปทุกที่ที่เธอโทรหาฉัน....บอกฉันทีว่าพรุ่งนี้ที่ไหนและเมื่อไหร่ที่จะมา,0
3371,And now electricity just went out fml.,และตอนนี้ไฟฟ้าเพิ่งดับบ้าจริงชีวิตฉัน,0
3372,"Looks like you found something to do other than smoke, great job!",ดูเหมือนว่าคุณพบสิ่งที่จะทํานอกเหนือจากควันงานที่ดี!,0
3373,Also andros ice etc etc,แล้วก็อังเดรน้ําแข็ง ฯลฯ ด้วยนะ,0
3374,:) ,:),0
3375,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",ดีจังที่รัก วันนี้เป็นยังไงบ้าง ฉันหวังว่าเธอดีและอาจจะมีการสัมภาษณ์นะ ฉันตื่นและคิดถึงเธอที่รัก จูบที่หลงใหลจากข้ามทะเล,0
3376,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,ใช่ เชื่ออะไรละ เธอไม่เคยเห็นข้อความที่ฉันส่งชูฮุยจริงๆเหรอ,0
3377,Hows that watch resizing,แสดงการปรับขนาดของนาฬิกาอย่างไร,0
3378,Dear umma she called me now :-),ที่รักหล่อนโทรหาฉันละตอนนี้ :-),0
3379,Just finished. Missing you plenty,พึ่งเสร็จละ คิดถึงเธอมากนะ,0
3381,"Well, I meant as opposed to my drunken night of before",คือฉันหมายถึง คืนก่อนที่ฉันเมาน่ะ,0
3382,K... Must book a not huh? so going for yoga basic on sunday?,เค...ต้องจองหรือไม่อ่ะ งั้นไปโยคะพื้นฐานวันอาทิตย์เหรอ,0
3384,Ok can...,โอเค ได้สิ...,0
3385,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",อุปส์ - ฉันอยู่ที่แม่ของฉันที่ซัมเมอร์เซ็ท...ค่อนข้างไกลอ่ะ กลับมาวันพรุ่งนี้ แล้วเจอกันในเร็วๆนี้นะ,0
3386,So u workin overtime nigpun?,งั้นเธอทํางานล่วงเวลาเหรอ,0
3387,Same as kallis dismissial in 2nd test:-).,เช่นเดียวกับการยกเลิกคัลลี่สในการสอบครั้งที่สอง,0
3388,O. Guess they both got screwd,โอ้ เดาว่าพวกเขาทั้งสองได้คะแนนละ,0
3390,"I'm in a meeting, call me later at",ฉันกําลังประชุมอยู่ โทรหาฉันทีหลังตอน,0
3391,What r u cooking me for dinner?,เธอทําอาหารอะไรให้ฉันกินเหรอ,0
3392,Ok thanx...,โอเค ขอบคุณนะ...,0
3393,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,บูล แผนการของเธอคือไป IKEA กับฉันโดยไม่มีการดูแลในโลก ดังนั้นฉันต้องอยู่กับความยุ่งเหยิงของเธอวันอื่น,0
3394,Then i buy.,จากนั้นฉันก็ซื้อ,0
3396,Heehee that was so funny tho,(ขํา) นั่นมันตลกมากเลยละ,0
3397,It only does simple arithmetic not percentages.,มันเป็นเพียงเลขคณิตง่ายๆไม่ใช่เปอร์เซ็นต์,0
3398,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",ใช่ เราจะไม่ไปอย่างน้อยชั่วโมงนึง สี่โมงเป็นไง,0
3400,Thanks honey. Have a great day.,ขอบคุณค่ะที่รัก ขอให้มีวันที่ดีนะคะ,0
3401,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""","'คํากล่าวที่น่าอัศจรรย์' - \ บางครั้งในชีวิตมันยากที่จะตัดสินใจว่ามีอะไรผิดปกติ!! คําโกหกที่นํารอยยิ้มหรือความจริงที่นําน้ําตา .... \""",0
3402,Good night my dear.. Sleepwell&amp;Take care,ฝันดีที่รักของฉัน... Sleepwell & แอมป์; ดูแลตัวเองนะ,0
3403,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,งั้นเธอบอกพ่อให้มารับสิ...เธออยากจะอยู่จนถึง 6 โมง....,0
3404,"Jus chillaxin, what up",พึ่งเสร็จละ ว่าไงอ่ะ,0
3405,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""","\""เฮ้ DAS COOL...ส่งทุกคนให้กระทืบกระทืบกระทืบกระทืบ SPK 2 เธอส่ง\""",0
3406,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""","ความจริงที่สวยงามต่อแรงโน้มถ่วง..อ่านอย่างระมัดระวัง:\ หัวใจของเรารู้สึกเบาเมื่อมีคนอยู่ในนั้น..แต่มันรู้สึกหนักมากเมื่อใครบางคนทิ้งมันไป...\""อรุณสวัสดิ์""",0
3408,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",สิ่งที่กําลังเกิดขึ้นเหนือเนินเขา...มันเป็นสัตว์ประหลาดเหรอ หวังว่าเธอจะมีวันที่ดีนะ ของที่นี่กําลังไปได้สวย ยุ่งละ,0
3409,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,พ่อของจอยคือจอห์น งั้นจอห์นคือพ่อของจอย หากเธอตอบนี้เธอมีและแอลที # & gt; IQ นี่คือคําถามไอเอเอสพยายามตอบนะ,0
3410,Only once then after ill obey all yours.,เพียงครั้งเดียวหลังจากไม่เชื่อฟังคุณทั้งหมด,0
3411,No she didnt. I will search online and let you know.,ไม่ หล่อนไม่ได้อ่ะ ฉันจะค้นหาออนไลน์และบอกให้เธอรู้นะ,0
3412,Where do you need to go to get it?,ต้องการไปรับที่ไหนคะ,0
3413,No pic. Please re-send.,ไม่มีรูป ช่วยส่งให้ทีนะ,0
3414,He remains a bro amongst bros,เขายังคงเป็นพี่ชายในหมู่พี่น้อง,0
3415,Uhhhhrmm isnt having tb test bad when youre sick,(หัวเราะ) ฉันไม่ได้มีสอบไม่ดีทีบีเมื่อเธอป่วยนะ,0
3416,But i haf enuff space got like 4 mb...,แต่ฉันมีพื้นที่เพียงพอ มีประมาณ 4 ล้านบาเรล,0
3424,True. Its easier with her here.,จริงด้วย อยู่กับเธอที่นี่ง่ายกว่า,0
3425,Sure but since my parents will be working on Tuesday I don't really need a cover story,แน่นอน แต่เนื่องจากพ่อแม่ของฉันจะทํางานในวันอังคารฉันไม่ต้องการเรื่องราวหน้าปกจริงๆ,0
3426,Haha okay... Today weekend leh... ,(หัวเราะ) โอเค...วันนี้วันหยุด...,0
3427,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",สวัสดีที่รัก จูบฉันเหรอ ฉันขอคุยหากเธอคุย,0
3428,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,ฉันไม่รู้แจ็คอึเกี่ยวกับอะไรหรือฉันจะพูด / ถามสิ่งที่เป็นประโยชน์ แต่ถ้าคุณต้องการคุณสามารถแกล้งทําเป็นว่าฉันทําและเพียงแค่ส่งข้อความหาฉันอะไรก็ตามในการตอบสนองต่อการส่ง.--,0
3429,You've always been the brainy one.,นายเป็นคนที่ฉลาดเสมอ,0
3430,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,อือ หากพวกเราต้องสุ่มเพื่อนพวกเราจําเป็นต้องเปลี่ยนแผ่นข้อมูลของพวกเราไปปาร์ตี้ & lt; & gt;/7 ไม่เคยเรียนแค่เพื่อความปลอดภัย,0
3432,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",คริสมาสต์คือโอกาสที่จะฉลองเป็นการสะท้อนของยู....ค่า...ความปราถนา...ความปราถนา... ความรัก...และประเพณี...มีวันคริสต์มาสที่เหมาะนะ...,0
3433,Sending you greetings of joy and happiness. Do have a gr8 evening,ส่งคําอวยพรถึงคุณด้วยความสุขและความสุข ขอให้มีค่ําคืนที่ดีนะ,0
3434,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""","สวัสดีที่รัก ฉันรู้สึกเหมือนฉันว่าง จูบฉัน เธอว่างเมื่อไหร่เหรอ จูบ \""",0
3435,If india win or level series means this is record:),ถ้าอินเดียชนะหรือเลเวลซีรี่ย์หมายถึงนี่คือบันทึก :),0
3436,Then what about further plan?,แล้วแผนต่อไปล่ะ?,0
3437,Its good to hear from you,ดีใจที่ได้ยินจากคุณ,0
3438,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",เยี่ยม ฉันจะจัดการกับประตูยังไงดี ชาร์ลส์บอกฉันเมื่อคืนแล้วแต่ เอ่อ ใช่,0
3439,What time you thinkin of goin?,คิดว่าจะไปกี่โมงคะ,0
3442,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,บอร์ดของเธอทํางานได้ดีนะ ปัญหาความร้อนสูงเกินก็ประมาณ 5 นาทีเหมือนกัน แต่ยังมีซอฟต์แวร์ที่รออยู่อ่ะ ฉันจะมาประมาณ 5 นาทีนะ,0
3443,Yes but I don't care cause I know its there!,ใช่ แต่ฉันไม่สนใจเพราะฉันรู้ว่ามันอยู่ที่นั่น!,0
3444,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",บรั่นดี Rum Gin เบียร์ วอดก้า สก๊อต ไวน์ . ก.ก. ก. ก. ก.,0
3445,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",วันจันทร์ได้...(หัวเราะ) ที่ดีที่สุดคืออาหารถูกและอร่อย อดีตก็ได้เลย...ขึ้นอยู่กับว่าอยากจะกินอาหารตะวันตกหรืออาหารจีน...แล้วเธอชอบแบบไหน...,0
3446,Sitting ard nothing to do lor. U leh busy w work?,นั่งเฉยๆไม่มีอะไรทํา เธอยุ่งอยู่กับงานเหรอ,0
3447,Its  &lt;#&gt; k here oh. Should i send home for sale.,มัน & lt; # & gt; เคที่นี่ โอ้ ฉันควรส่งกลับบ้านเพื่อลดราคาไหม,0
3448,Sorry. || mail? || ,ขออภัย | จดหมาย | | |,0
3449,Ya just telling abt tht incident..,เพิ่งบอกเกี่ยวกับเหตุการณ์นั้น...,0
3450,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ใช่ พวกเราอยู่ข้างนอกประมาณ 2 ชั่วโมง และฉันโทรหาครอบครัวของฉันเพื่อปลุกพวกเขาเพราะมันเริ่มตอนตี 1,0
3451,Ugh just got outta class,อ่า พึ่งออกจากห้องเรียนอ่ะ,0
3452,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",ทุกวันนี้ผู้คนกําลังเลือกโอกาสที่ไม่เหมาะสมสําหรับความคิดเห็นของนักรีวิว .... คุณเคยเลือกหนังสือของคุณสําหรับความคิดเห็นของนักรีวิวหรือไม่ มันช่างน่ายินดีมากฉันคิดว่ามันเลวร้าย .. ความคิดเห็นของเธอ ?? .--,0
3453,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,ฉันไม่มีไฟล์ใด ๆ ของคุณในกระเป๋าของฉัน .. ฉันอยู่ในที่ทํางานเมื่อคุณโทร.หา 'Sync' จะบอกคุณถ้าฉันพบอะไรในห้องของฉัน,0
3454,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.,ไม่จําเป็น แค่ทดสอบบัตรโทรศัพท์ ไม่รู้เครือข่ายไม่ดีนะฉันคิดว่า ฉันรอน้องสาวอาบน้ําเสร็จเพื่อที่ฉันจะได้อาบน้ํา ไม่รบกวนเธอแล้วเธอทําความสะอาดห้องของเธอ,0
3455,Ok. I.ll do you right later.,โอเค ฉันจะทําทีหลังนะ,0
3456,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,บทกวีมิตรภาพ: ที่รัก โอ ที่รักเธอไม่ใกล้ แต่ฉันสามารถได้ยิน อย่ากลัวอยู่กับความสุข ไม่ฉีกเธอเป็นที่รักของฉันเสมอ ฝันดีนะ,0
3457,Have your lunch and come quickly and open the door:),กินข้าวกลางวันของคุณและมาอย่างรวดเร็วและเปิดประตู :),0
3459,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,ฉันกลับมา ค่อนข้างนานเพราะอุบัติเหตุที่ยูเอสบี ต้องเบี่ยงเบนเส้นทางผ่านยูเอสบีมีวันหยุดที่สดใส ขอบคุณนะ พูดเร็ว ๆ นี้นะ รักเยอะเลยละ,0
3460,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",เค...ฉันหยานจุยแล้ว...วันเสาร์พวกเราไปบูกิสวิลล์ หนึ่งจาก 10 ถึง 3 แล้วโดดไปดูหนังตอน 4 โมง วันอาทิตย์ไปดูหนังตอน 10.30 ถึง 2 แล้วโดดไปที่รถไฟใต้ดินออร์คเพื่อฮิปฮอปตอน 4 โมง...,0
3462,i am seeking a lady in the street and a freak in the sheets. Is that you?,กําลังหาผู้หญิงบนถนนและคนประหลาดในผ้าปูที่นอนค่ะ นั่นใช่คุณมั้ยคะ,0
3463,My phone,โทรศัพท์ฉัน,0
3464,"Haha figures, well I found the piece and priscilla's bowl",(หัวเราะ) ตัวเลข เอ้อ ฉันเจอชิ้นส่วนและชามของคาซากิละ,0
3465,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",จริงๆแล้ว บ้าจริง แค่ทําอะไรก็ตาม หาข้ออ้างที่จะอยู่ที่แทมป้าในบางจุดก่อนมกรานะ,0
3467,yay! finally lol. i missed our cinema trip last week :-(,เย้ (หัวเราะ) ในที่สุดฉันพลาดการไปดูหนังของพวกเราเมื่อสัปดาห์ที่แล้ว,0
3468,All day working day:)except saturday and sunday..,ทั้งวันทํางาน ยกเว้นวันเสาร์และวันอาทิตย์...,0
3469,aathi..where are you dear..,(หัวเราะ)...เธออยู่ที่ไหนเหรอที่รัก...,0
3470,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,หัวใจนั้นว่างเปล่าโดยไม่มีความรัก..จิตใจนั้นว่างเปล่าโดยปราศจากปัญญา..ตานั้นว่างเปล่าโดยไม่มีความฝันและแอมป์ ชีวิตนั้นว่างเปล่าโดยไม่มีเพื่อน..ดังนั้นเธอต้องสัมผัส ฝันดีและแอมป์ ฝันดีนะ,0
3471,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there.",ฉันคิดว่าฉันรอรถเมล์คันเดียวกัน แจ้งฉันเมื่อเธอไปถึงที่นั่น ถ้าเธอไปที่นั่นนะ,0
3472,You getting back any time soon?,คุณกลับมาเร็ว ๆ นี้หรือไม่,0
3473,", how's things? Just a quick question.",เป็นยังไงบ้าง แค่คําถามสั้นๆ,0
3474,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",กลางคืนได้สิ้นสุดลงในอีกวันหนึ่ง เช้าได้มาในวิธีพิเศษ ขอให้เธอยิ้มเหมือนแสงอาทิตย์และทิ้งความกังวลของเธอที่บลูเบย์ อรุณสวัสดิ์,0
3475,"I can probably come by, everybody's done around  &lt;#&gt;  right?",ฉันอาจจะแวะไป ทุกคนทําเสร็จแล้ว & lt; # & gt; ใช่ไหม?,0
3476,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ฉันได้รับมันก่อนปีใหม่เพราะ Skye กล่าวว่าเธอต้องการเซอร์ไพรส์คุณด้วยมัน แต่เมื่อฉันไม่เห็นเงินฉันคืนมันกลางเดือนมกราคมก่อน & lt; # & gt; ระยะเวลาการคืนวันสิ้นสุด,0
3477,I can ask around but there's not a lot in terms of mids up here,ฉันสามารถถามได้รอบ ๆ แต่มีไม่มากในแง่ของเสียงกลางที่นี่,0
3478,Be sure to check your yahoo email. We sent photos yesterday,อย่าลืมเช็คอีเมลยะฮูของเธอนะ พวกเราส่งรูปไปเมื่อวานนี้,0
3479,What was she looking for?,เธอมองหาอะไร?,0
3480,Wherre's my boytoy ? :-(,บอยทอยของฉันคืออะไรเหรอ :-(,0
3482,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",สวัสดีที่รักของฉัน วันนั้นเป็นยังไงบ้าง ฉันหวังว่าเธอสบายดีและสบายดีนะที่รักและหวังว่าเธอจะหาโอกาสในการทํางาน ฉันคิดถึงเธอ บอยทอย... * จูบหยอกล้อ*,0
3483,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,บอกตัวละครที่ไม่ดีของฉันที่เธอไม่ชอบในตัวฉัน ฉันจะพยายามเปลี่ยนมัน & lt; & gt; ฉันจะเพิ่มมันในความละเอียดปีใหม่ของฉัน รอเธอบอกตามตรงนะ... อรุณสวัสดิ์,0
3484,No:-)i got rumour that you going to buy apartment in chennai:-),ไม่ ฉันมีข่าวลือว่าเธอจะซื้ออพาร์ตเมนต์ที่เชินไน,0
3485,"Yeah, probably earlier than that",ใช่ อาจจะเร็วกว่านั้น,0
3486,Change windows logoff sound..,เปลี่ยนเสียงของหน้าต่าง...,0
3487,Still i have not checked it da. . .,ฉันยังไม่ได้ตรวจสอบมันเลย,0
3488,I'm also came to room.,ฉันก็มาที่ห้องเหมือนกัน,0
