,text,is_spam
4692,RT @vb+LhxwPwUc6HIMuwuy9yk6sagFdDIkgu0KP4A9dkQ=: @army2pr #เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ เป็นกำลังใจให้ครับ...,1
4693,RT @vb+LhxwPwUc6HIMuwuy9yk6sagFdDIkgu0KP4A9dkQ=: @army2pr #เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ เป็นกำลังใจให้ครับ...,1
4694,"RT @motorwars: หน้า 1 หนังสือพิมพ์ฉบับต่างๆเช้านี้
ไทยโพสต์ มติชน กรุงเทพธุรกิจ ผู้จัดการรายวัน 
วันที่ 13 ธันวาคม 2562
13 December 2019
#T…",1
4695,"RT @motorwars: ""ฮุน เซน""เผยเปิดรับเรือสำราญเวสเตอร์ดัม #Westerdam จอดเทียบท่าเพื่อเห็นแก่มนุษยธรรม
""จะให้พวกเขาไปไหน สิ่งนี้เป็นการแสดงออก…",1
4696,RT @vb+LhxwPwUc6HIMuwuy9yk6sagFdDIkgu0KP4A9dkQ=: @army2pr #เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ เป็นกำลังใจให้ครับ...,1
4697,"RT @elsiamth: หลุด! คลิปเสียงโรงเรียน #ม่วงขาวชื่อดังในจังหวัดเลย 

ครูต่อว่านักเรียนว่าไม่มีสติ เหมือนคนที่โดนยิงตายเมื่อวันเสาร์ / คนที่ส…",1
4698,RT @nukhoodankmeow: ใครเป็นสลิ่มอันเฟรนกูไปเลย สรุป แม่กุคนแรก,1
4699,RT @KanphongC: งั้นก็ไม่ใช่ทหารมาตั้งหลายปีแล้วสินะครับ #อย่าคิดว่าลืม #ยิงไปด่าไป #ในตำนาน #คลิปแว่นเท่สุด #พนงรจตกม #กองทัพบก #ปฏิรูปกอง…,1
4700,"RT @iamToot789: ดวงควีนทรงพระแข็งจริง
ทรงพระปัง!
วาสนาดี บารมีแน่น สุด!!

/ทรงพระเจริญเพคะไอดอลของหม่อมฉัน

🥰

#ขบวนพยุหยาตราทางชลมารค 
#พร…",1
4701,"RT @SunnyDulac: หืมมม อะไรนะ? โกรธหมอเหรอ? 
อืม อืม
 #รักฉุดใจนายฉุกเฉิน https://t.co/SAWm5xfxwE",1
4702,RT @kovitw1: โอ๊ย !,1
4703,RT @NUaMjZryhC4ek9IOuboDQY0Xr5zAkBn6LyFDSpsbr6c=: #ทหารช่วยเหลือประชาชน https://t.co/Eh88FyBQXl,1
4704,RT @kovitw1: สงสัย https://t.co/xwQ2ziy6PX,1
4705,"RT @BT21_: He.. Hello..?!
⠀
#Genius #KOYA #DoesNotKnow #HowTo #VideoCall #RJ #SHOOKY #BT21 https://t.co/n6ESh77pgd",1
4706,RT @kovitw1: ดร. เจษฎา เด่นดวงบริพันธ์ชี้ให้เห็นว่าเครื่องฟอกอากาศลวงโลกบนหลังคารถประจำทางก็เหมือนกับ จึ.ทึ. 200 นั่นเอง https://t.co/JIXKF…,1
4707,RT @iamToot789: หมู พิมพ์ผกา ตัวแม่สลิ่มเลยค่ะ! https://t.co/IkC3XeqZm1,1
4708,"RT @mtcfsh: Soldiers are setting up for @USACAPOC's Command Post Exercise (CPX) 20-04. Way to work Soldiers!
#ArmyStrong #jbsamtc https://t…",1
4709,"RT @iamToot789: ดวงควีนทรงพระแข็งจริง
ทรงพระปัง!
วาสนาดี บารมีแน่น สุด!!

/ทรงพระเจริญเพคะไอดอลของหม่อมฉัน

🥰

#ขบวนพยุหยาตราทางชลมารค 
#พร…",1
4710,RT @kovitw1: ควรคำนึง,1
4711,RT @kovitw1: งง,1
4712,RT @KanphongC: #ปชชช่วยตัวเอง ป้องกันตัวเอง ถ้าข่าวนี้จริง รัฐบาลกำลังจะรับกลุ่มเสี่ยงที่จะติดเชื้อเข้ามาเพิ่มเติม ถามว่ามาตราการต่างๆพร้อม…,1
4713,"RT @iamToot789: ดวงควีนทรงพระแข็งจริง
ทรงพระปัง!
วาสนาดี บารมีแน่น สุด!!

/ทรงพระเจริญเพคะไอดอลของหม่อมฉัน

🥰

#ขบวนพยุหยาตราทางชลมารค 
#พร…",1
4714,"RT @kovitw1: เอาอะไรคิด ?
กระทรวงท่องเที่ยวสู้ภัยไวรัสโควิด-19 เสนอ”ฟรีวีซ่า”นักท่องเที่ยวจีนและอินเดียเข้าครม.ชุ่มฉ่ำสงกรานต์ https://t.co…",1
4715,"RT @iamToot789: ดวงควีนทรงพระแข็งจริง
ทรงพระปัง!
วาสนาดี บารมีแน่น สุด!!

/ทรงพระเจริญเพคะไอดอลของหม่อมฉัน

🥰

#ขบวนพยุหยาตราทางชลมารค 
#พร…",1
4716,"RT @iamToot789: ดวงควีนทรงพระแข็งจริง
ทรงพระปัง!
วาสนาดี บารมีแน่น สุด!!

/ทรงพระเจริญเพคะไอดอลของหม่อมฉัน

🥰

#ขบวนพยุหยาตราทางชลมารค 
#พร…",1
4717,RT @kovitw1: ดร. เจษฎา เด่นดวงบริพันธ์ชี้ให้เห็นว่าเครื่องฟอกอากาศลวงโลกบนหลังคารถประจำทางก็เหมือนกับ จึ.ทึ. 200 นั่นเอง https://t.co/JIXKF…,1
4718,"RT @kovitw1: สงสัยจริง ๆ ว่าเป็นหน้าที่ของทหารหรือ ?

“ผบ.เหล่าทัพ” ถก คุมสื่อออนไลน์-โซเชียล เล็งใช้มาตรการยึดทรัพย์สื่อออนไลน์ทำผิดกฎหมาย…",1
4719,RT @kovitw1: สงสัย https://t.co/xwQ2ziy6PX,1
4720,RT @kovitw1: ปัญหาบ้านและที่ดิน https://t.co/nUM1NUZxAp,1
4721,RT @KanphongC: งั้นก็ไม่ใช่ทหารมาตั้งหลายปีแล้วสินะครับ #อย่าคิดว่าลืม #ยิงไปด่าไป #ในตำนาน #คลิปแว่นเท่สุด #พนงรจตกม #กองทัพบก #ปฏิรูปกอง…,1
4722,RT @HauraKasidit: โครงการ “ราษฎร์ รัฐ ร่วมใจ ต้านภัยแล้ง” เพื่อบรรเทาความเดือดร้อนจากภัยแล้งให้กับประชาชน กองพันทหารราบที่ 1 กรมทหารราบที่…,1
4723,"RT @kovitw1: ""นครราชสีมา""หรือโคราชตั้งอยู่ปากทางสู่อีสาน  สร้างขึ้นในสมัยพระนารายณ์มหาราช (2199-2231) เป็นเมืองสำคัญสุดชายแดน มีกำแพงก่อด้ว…",1
4724,RT @kovitw1: ชัดขึ้น https://t.co/klwQ0cjuaP,1
4725,RT @Hyunjin_Lovely: ใครอินไม่อินเราไม่รู้ ประเพณีแบบนี้มันสวยงามมากจริงๆ ไม่มีที่ใดในโลก มีแค่ในประเทศไทย อยากให้เก็บไว้ให้ถึงรุ่นลูกรุ่นหล…,1
4726,RT @mahasakdiphols2: ดอกป๊อปปี้แดง (พันธุ์ Papaver rhoeas) เป็นวัชพืชพันธุ์หนึ่งในยุโรป ใช้เป็นสัญลักษณ์ของทหารผ่านศึกตั้งแต่สมัยสงครามโลกค…,1
4727,RT @ThamrongsakP: นี้คือการเพาะปลูกรากเหง้าความรุนแรงในชาติบ้านเมืองของเรา #เลิกอาวุธทหารวันเด็ก #เลิกเกณฑ์ทหาร https://t.co/cauwtPtS2D,1
4728,"RT @aviknowledge: ภารกิจพาคนไทยกลับบ้านปัญหาที่ซ่อนใต้พรมเต็มไปหมด

จากข่าวเมื่อวานที่ว่าสายการบินไทยแอร์เอเซียจะเป็นผู้ทำการบินพาคนไทยที่…",1
4729,"RT @talok6chakwp: เทรนด์ รักษ์โลก กำลังมา 

▶▶▶▶
#ตลก6ฉาก
ทุกวันเสาร์ เวลา 11.00 น.
#Workpoint23 https://t.co/NobanhsBpA",1
4730,RT @ejXhEmc73vUyxsDMVwmz8bfrQd0mTE0jAMAFlzZZ6L0=: #ขบวนพยุหยาตราชลมารค https://t.co/BsdRAZVelQ,1
4731,RT @aviknowledge: COVID-19 หรือโคโรน่าไวรัสทำให้อุตสาหกรรมการบินได้รับผลกระทบอย่างชัดเจนครับ จากภาพคือบรรยากาศที่สนามบินดอนเมืองที่ปกติแล้ว…,1
4732,RT @Hyunjin_Lovely: ใครอินไม่อินเราไม่รู้ ประเพณีแบบนี้มันสวยงามมากจริงๆ ไม่มีที่ใดในโลก มีแค่ในประเทศไทย อยากให้เก็บไว้ให้ถึงรุ่นลูกรุ่นหล…,1
4733,RT @nowie39: อภิปรายด้วยน้ำเสียงปลงและเอือมระอากับรัฐบาลปัจจุบันมากอ่ะ และใช่ค่ะ เราก็รู้สึกเหมือนกันกับคุณ #ประชุมสภา https://t.co/lLYleYR…,1
4734,RT @parisjpt: “ผมถามสื่อบ้างว่า แล้วเราจะทำอย่างไรให้มันดีขึ้น มีคุณภาพมากขึ้น เชื่อถือได้...เราจะทำอย่างไรกันดี กองทัพบกสู้ไม่ไหวหรอกครับ”…,1
4735,RT @singhdum: @ARMdhiravath ถ้า 3 บรรทัดท้ายนี่ อธิบดีสรรพสามิตพูดจริงมันก็คือเรื่องจริงไม่ใช่ข่าวปลอมข่าวปล่อย https://t.co/OD7eyYUIMD,1
4736,"RT @rxpxur6elf: ขอบคุณนะคะ... #พรรคกล้า 

-กล้าที่จะยกมือสนับสนุนประยุทธ์เป็นนายกฯ
-กล้าที่จะเป่านกหวีดสนับสนุนเผด็จการทหาร
-กล้าที่จะไม่อา…",1
4737,"RT @dark_neon: ประเทศเราเป็นเมืองท่าระดับโลกตอนไหนคะ เรือสำราญแย่งกันจอด อีดรอก

#Westerdam
#seabournovation",1
4738,"RT @MonNotMon: Glen Powell เคยไปแคสต์บทเป็นลูกชายของกูสใน Top Gun: Maverick 

ต่อมาบทนั้นดันไปตกที่ Miles Teller แทน

แต่ Tom Cruise กับ Je…",1
4739,"RT @mahasakdiphols2: ร่างกายเป็นสิ่งสำคัญสำหรับ “นักรบ”
ภารกิจจะสำเร็จ ต้องเสริมสร้างความแข็งแรงของร่างกายให้พร้อมในทุกสภาพอากาศ
#กองพันทหา…",1
4740,RT @ejXhEmc73vUyxsDMVwmz8bfrQd0mTE0jAMAFlzZZ6L0=: #ขบวนพยุหยาตราชลมารค https://t.co/BsdRAZVelQ,1
4741,RT @Hyunjin_Lovely: ใครอินไม่อินเราไม่รู้ ประเพณีแบบนี้มันสวยงามมากจริงๆ ไม่มีที่ใดในโลก มีแค่ในประเทศไทย อยากให้เก็บไว้ให้ถึงรุ่นลูกรุ่นหล…,1
4742,RT @Hyunjin_Lovely: ใครอินไม่อินเราไม่รู้ ประเพณีแบบนี้มันสวยงามมากจริงๆ ไม่มีที่ใดในโลก มีแค่ในประเทศไทย อยากให้เก็บไว้ให้ถึงรุ่นลูกรุ่นหล…,1
4743,RT @thaigov1: #ไทยคู่ฟ้า รัฐบาลเตรียมพร้อมรับมือหากมีการระบาดของเชื้อไวรัสโควิด-19 จากระยะที่ 2 ไประยะที่ 3 เน้นลดโอกาสการแพร่เชื้อเข้าสู่ป…,1
4744,RT @peet_sebastian: หนิงแก้หรือยังครับ https://t.co/1iaY3Qxi4R,1
4745,RT @parisjpt: แม้กรมการปกครองระบุว่า ในการกลั่นกรองอนุญาตให้มีและใช้อาวุธปืน คนหนึ่งคนควรมีเพียง 2 กระบอกคือ ปืนสั้น 1 กระบอก และปืนยาว 1 ก…,1
4746,RT @narathon1982: @army2pr #เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ เป็นกำลังใจให้ครับ...ทหารไทยสู้ ๆ,1
4747,RT @NutRuning: @sereepisuth ท่านตอบการแต่งตั้งกุนซือล่วงหน้าก่อนวันประชุมไห้ชัดเจนหน่อยคะ,1
4748,RT @narathon1982: @army2pr #เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ เป็นกำลังใจให้ครับ...ทหารไทยสู้ ๆ,1
4749,"RT @spdtny: ตอนโจรใต้โดนจับ นักการเมืองบางคน(หลายคน) นักสิทธิ อีกจำนวนมาก รีบเข้ามาถล่มด่าทหารกันใหญ่

มาวันนี้ ออกมาเรียกร้อง ลงพื้นที่แบบ…",1
4750,RT @SanookNews: ใช้ชีวิตปกติเหมือนไม่มีอะไรเกิดขึ้น #SanookNews #ปล้นร้านทองลพบุรี #ปล้นทองลพบุรี #ปล้นทอง https://t.co/yfFArzy4MA,1
4751,"RT @fgpjUVCj8qGih12: #ขบวนพยุหยาตราทางชลมารค I am really proud to be born as a Thai.🇹🇭
🔴⚪🔵⚪🔴 https://t.co/wX5dgYGbdf",1
4752,RT @narathon1982: @army2pr #เริ่มแล้วหนุมานการ์เดียน2020 #กองทัพบกไทยฝึกร่วมกองทัพบกสหรัฐฯ เป็นกำลังใจให้ครับ...ทหารไทยสู้ ๆ,1
4753,"RT @Chu_OnlineNews: #ฝรั่งเศส ยืนยัน ผู้ติดเชื้อ #COVID19 เพิ่มขึ้นวันเดียว 4,861 คน รวมสะสม 56,989 คน
ขณะผู้เสียชีวิตเพิ่มขึ้น 509 ราย รวม…",1
4754,RT @Joe78915: บ้านของเศรษฐีในเวียดนาม https://t.co/MM5UXTXsJG,1
4755,"RT @TheCatCoby: “เฉือนประเทศไทยสังเวยมหาอำนาจ” 
“เอาอกเอาใจตั่วเฮีย”
“ถึงเวลาเก็บกวาด”
“จบ สวัสดี”
 
กระทืบไลค์แทบไม่ทัน
#อย่ายุบพรรคอนาคตใ…",1
4756,RT @ArmyYamo302: 🇹🇭💪ทหารใหม่ ร.3 พัน.2 พร้อมที่จะเป็นทหารของกองทัพบกโดยสมบูรณ์ “กองทัพบก เพื่อชาติ ศาสน์ กษัตริย์ และประชาชน” 18 มกราคม วัน…,1
4757,"RT @FrancoSmart1: ช่วยดูหน่อยว่า มีซักข้อไหม ที่ไม่จิ๊งไม่จริง ต่างชาติวิจารณ์ไทย 10ข้อ
1) คนไทยรู้จักหน้าที่ของตัวเองต่ำมาก
2) การศึกษายัง…",1
4758,"RT @ArmyYamo302: 🇹🇭💪ผบ.ร.3 พัน.2 นำกำลังพลร่วมฝึกเพิ่มขีดความสามารถทางทหาร ของ พล.ร.3
ประกอบด้วยการตรวจสภาพความพร้อมรบ และการทดสอบขีดความสา…",1
4759,"RT @ArmyYamo302: กองพันทหารราบที่ 2 กรมทหารราบที่ 3 (กองพันสวนสนามที่ 1) 

#วันกองทัพไทย
#กองพันย่าโม
#ทหารใหม่ร3พัน2 https://t.co/mYhQPlpd…",1
4760,"RT @TheCatCoby: #หยุดยุบพรรคการเมือง

สังคมไทย: เปิดพื้นที่ทางการเมืองให้ทุกฝ่าย ลงชื่อคัดค้านการยุบพรรคอนาคตใหม่ - Sign the Petition! http…",1
4761,RT @TheCatCoby: คือกลั้นใจอ่านก็ขอสรุปสั้นๆว่า #รัฐบาลเฮงซวย ประสบความสำเร็จในการทำให้ประชาชนกลายเป็นขอทานและผลาญภาษีด้วยการลดแลกแจกแถมโดยไ…,1
4762,RT @ArmyYamo302: แหล่งท่องเที่ยวในเขตทหาร ร.3 พัน.2 เขตทหารยินดีต้อนรับครับ เชิญชวนศึกษาเรียนรู้ พร้อมเติมเต็มความสุขครับ 😊 https://t.co/Ii…,1
4763,"RT @ArmyYamo302: 🇹🇭💪ร่างกายที่แข็งแรงเป็นพื้นฐานของการปฏิบัติงานทุกภารกิจของทหาร ‼️
ร.3 พัน.2 ฝึกทดสอบสมรรถภาพร่างกาย รูปแบบ ACFT ArmyComba…",1
4764,RT @UnknownCitiz: อาจารย์พูดขึ้นว่า ในขณะที่เรานั่งเรียนอยู่ในห้องแอร์ฉ่ำๆเราไม่รู้เลยว่าข้างนอกมันวุ่นวายขนาดไหน ไทยประกาศภัยแล้งไปแล้ว22…,1
4765,RT @ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=: #จดหมายลายพราง,1
4766,RT @TheCatCoby: นอกจากนี้ยังมีการรายงานเรื่องทหารไทยชั้นผู้น้อยที่รายได้ต่ำไม่พอใช้และเงินเบี้ยเลี้ยงไม่ขึ้นเลยมา 7 ปี และเป็นเรื่องปกติที่…,1
4767,RT @ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=: #ไวรัสอู่ฮั่น https://t.co/coZimqiI8Q,1
4768,"RT @yedx18com: ซับไทย SSNI648
https://t.co/6kCapXvzNI

#XXXPORN #JAVซับไทย #JAPANXXX #JAVPORN #AVซับไทย #avsubthai",1
4769,"RT @ZczSdkafT15FHhVyQ8iQAYmugCtFwsLU63fNvzovD94=: มันเป็นปัญหาของคุณ. คุณไม่ควรเอาปัญหาของคุณมาลงกับคนอื่น

คุณแม่งโคตรเห็นแก่ตัวเรย. กรรมใดใครก่อกรรมนั้นย่อมตอบสนอง

#ชิง…",1
4770,"RT @wethmon: เหมือนเกิดใหม่  แต่ฟิลแบบยังเป็นเว่ยอิงกับหลานจ้านอยู่อ่ะ5555
#ปรมาจารย์ลัทธิมาร #ป๋อจ้าน https://t.co/1JR36D4Lct",1
4771,"RT @Chu_OnlineNews: #กราดยิงโคราช 

09.57 ผบ.ทบ. น้ำตาร่วง เผยมีคำตำหนิและด่าว่ากองทัพบก ซึ่งเป็นองค์กรด้านความมั่นคง มีคนมากมายด่าทหาร แต่…",1
4772,"RT @tipssad: ⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀ความเสียใจไม่มีใครต้องการ
⠀⠀⠀

⠀⠀⠀⠀⠀
⠀⠀⠀",1
4773,RT @kDZ+CvwmOPX33H1vdTA7LBtP76VdiIfcYAHqdOcAwE=: https://t.co/30rpPEGkT7,1
4774,RT @jjjellybeannn: ธนาธรเคยทำความดีให้ประเทศมั้ย ไม่รู้ แต่หมาบางตัวใช้เวลา5-6 ปี ประเทศก็ไม่เห็นดีขึ้นเลย  ปล.ขอโทษนะหมาที่เราเอาไปเปรียบเ…,1
4775,RT @lovegenprayut: บิดาแห่งการย้อนแย้ง https://t.co/izAOcY0k38,1
4776,RT @lovegenprayut: 7 มีนาคม รู้กันครับ https://t.co/zEchBEPQi3,1
4777,"RT @HI_Silom: 𝗧𝗛𝗘 𝗥𝗢𝗬𝗔𝗟 𝗕𝗔𝗥𝗚𝗘 𝗣𝗥𝗢𝗖𝗘𝗦𝗦𝗜𝗢𝗡
📍 𝘁𝗵𝗲 𝗲𝗮𝘀𝘁𝗲𝗿𝗻 𝘀𝗶𝗱𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗿𝗶𝘃𝗲𝗿
📍 𝗧𝗵𝗼𝗻𝗯𝘂𝗿𝗶 𝘀𝗶𝗱𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗿𝗶𝘃𝗲𝗿
𝗗𝗿𝗲𝘀𝘀 𝗖𝗼𝗱𝗲💛 yellow
🚈 𝗕𝗧𝗦 FREE for tod…",1
4778,RT @HS2_QRK5_s9: เอาวันนี้ให้รอดก่อนดีไหม?!!!😂😂🤣🤣🤣🤣 https://t.co/wafb35oYHD,1
4779,"RT @HI_Silom: 𝗧𝗛𝗘 𝗥𝗢𝗬𝗔𝗟 𝗕𝗔𝗥𝗚𝗘 𝗣𝗥𝗢𝗖𝗘𝗦𝗦𝗜𝗢𝗡
📍 𝘁𝗵𝗲 𝗲𝗮𝘀𝘁𝗲𝗿𝗻 𝘀𝗶𝗱𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗿𝗶𝘃𝗲𝗿
📍 𝗧𝗵𝗼𝗻𝗯𝘂𝗿𝗶 𝘀𝗶𝗱𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗿𝗶𝘃𝗲𝗿
𝗗𝗿𝗲𝘀𝘀 𝗖𝗼𝗱𝗲💛 yellow
🚈 𝗕𝗧𝗦 FREE for tod…",1
4780,RT @moui: ดูเหมือนหมอๆ ใน fb เริ่มจะมีปฏิกิริยาต่อต้านศูนย์ fake news ของ DE ที่กล่าวหาข้อมูลที่โพสต์นั้นเป็นข่าวปลอม ดราม่าเริ่มกระหึ่ม เพ…,1
4781,"RT @HS2_QRK5_s9: 29 ปีผ่านไป กับคำพูดที่หลายคนยังไม่ลืม : ""ถ้าสุไม่เอาก็ให้เต้""

วันนี้เป็นวันครบรอบ 29 ปีการก่อรัฐประหารที่นำโดยคณะรักษาคว…",1
4782,RT @KomsakAddams: ชนชั้นกลางที่ทำงานออฟฟิศ ต่อให้ไม่มีเงินไปเที่ยวก็ยังสามารถใช้วันหยุดพักผ่อนได้ แต่แอบนึกถึงชนชั้นแรงงานที่หาเช้ากินค่ำ…,1
4783,"RT @lovegenprayut: ได้ดิบได้ดีกันทุกคน 
https://t.co/miHxWx4sXF",1
4784,RT @PenpornM12: เราต้องยกย่อง 2 ท่านนี้ ภาพแรกคือ แม่ทัพภาคที่ 2   ภาพที่ 2 คือ ผบ.ตร. ทั้ง 2 ท่านลงหน้างานจริงอยู่ในสถานการจริงช่วยกันวางแ…,1
4785,"RT @HI_Silom: 𝗧𝗛𝗘 𝗥𝗢𝗬𝗔𝗟 𝗕𝗔𝗥𝗚𝗘 𝗣𝗥𝗢𝗖𝗘𝗦𝗦𝗜𝗢𝗡
📍 𝘁𝗵𝗲 𝗲𝗮𝘀𝘁𝗲𝗿𝗻 𝘀𝗶𝗱𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗿𝗶𝘃𝗲𝗿
📍 𝗧𝗵𝗼𝗻𝗯𝘂𝗿𝗶 𝘀𝗶𝗱𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗿𝗶𝘃𝗲𝗿
𝗗𝗿𝗲𝘀𝘀 𝗖𝗼𝗱𝗲💛 yellow
🚈 𝗕𝗧𝗦 FREE for tod…",1
4786,RT @deesakoo: เปลี่ยนเวลาใหม่มาคืนนี้จ้า https://t.co/epPC9XBv2N,1
4787,"RT @HI_Silom: 𝗧𝗛𝗘 𝗥𝗢𝗬𝗔𝗟 𝗕𝗔𝗥𝗚𝗘 𝗣𝗥𝗢𝗖𝗘𝗦𝗦𝗜𝗢𝗡
📍 𝘁𝗵𝗲 𝗲𝗮𝘀𝘁𝗲𝗿𝗻 𝘀𝗶𝗱𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗿𝗶𝘃𝗲𝗿
📍 𝗧𝗵𝗼𝗻𝗯𝘂𝗿𝗶 𝘀𝗶𝗱𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗿𝗶𝘃𝗲𝗿
𝗗𝗿𝗲𝘀𝘀 𝗖𝗼𝗱𝗲💛 yellow
🚈 𝗕𝗧𝗦 FREE for tod…",1
4788,RT @army2pr: “มทบ.24 จัดกำลังพลร่วมบริจาคโลหิตในโครงการ PEA ใส่ใจทุกชีวิต บริจาคโลหิต 10 ล้านซีซี” https://t.co/aekPUBS4nX,1
4789,RT @pichai_online: จริงดิ แล้วใครจะจีบปากจีบคอด่ารัฐบาลให้ฟังละเนี้ย https://t.co/kowfV1Oe8D,1
4790,"RT @army2pr: #ร่วมไว้อาลัย พลทหาร เมธา เลิศศิริ
เหยื่อคนร้ายกราดยิงที่นครราชสีมาเสียชีวิตขณะเข้าเวรคลังอาวุธ 

ญาติเตรียมนำกลับไปบำเพ็ญกุศล…",1
4791,"RT @army2pr: 💚ให้เขตทหารเป็นแหล่งเรียนรู้นอกห้องเรียน💚

ภาพบรรยากาศ คณะครูและนักเรียน รร.หนองปรือ อ.พิมาย จ.นครราชสีมา จำนวน 120 คน ทัศนศึก…",1
4792,"RT @army2pr: “จิตอาสา 904 ”
กองพันทหารราบที่ 1 กรมทหารราบที่ 13 ได้จัดกำลังพล จำนวน 21 นาย ร่วมกิจกรรมทำความสะอาด(kick Off ) สายทางอุดรธานี…",1
4793,RT @army2pr: #ไวรัสโคโรนาสายพันธ์ุใหม่ #ไวรัสอู่ฮั่น #อู่ฮั่น #กองทัพภาคที่2 #กองทัพบก.. แนะ “4 ข้อต้องรู้ ป้องกันไวรัสโคโรนา https://t.co/…,1
4794,"RT @army2pr: ข้ามแดนนครพนมปลอดภัย หมอทหารใส่ใจเฝ้าระวังโคโรน่าไวรัส ณ ด่านพรมแดนสะพานมิตรภาพไทย-ลาว แห่งที่ 3 จ.นครพนม 
#กองทัพภาคที่2 http…",1
4795,"RT @army2pr: ""จะมองผ่านเลนส์..หรือ..มองผ่านตา..ก็ไม่มีค่าถ้าไม่มองด้วยใจ"" 💚

 กรมทหารราบที่ 8 ฝึกการเข้าตีในเวลากลางคืน และการยิงปืนในการ…",1
4796,RT @army2pr: “มทบ.24 จัดกำลังพลร่วมบริจาคโลหิตในโครงการ PEA ใส่ใจทุกชีวิต บริจาคโลหิต 10 ล้านซีซี” https://t.co/aekPUBS4nX,1
4797,"RT @army2pr: “แม่ทัพห่วงใยส่งผู้แทนเยี่ยมตำรวจบาดเจ็บจากเหตุปะทะ”
แม่ทัพภาคที่ 2 ห่วงใยได้มอบหมายให้ พันเอก วิทยา สระแกทอง รองเสนาธิการกอง…",1
4798,"RT @army2pr: วิธีป้องกันตนเองจากเชื้อไวรัสโคโรนา (2019nCoV)
#กองทัพบก #กองทัพภาคที่2 #ประชาชน
#ทหารเป็นที่พึ่งของประชาชนในทุกโอกาส https://…",1
4799,"RT @ktnewsonline: ไฟไหม้ภูกระดึงควบคุมเพลิงได้แล้ว เบื้องต้นเสียหาย 2,000 ไร่ เร่งทำแนวกันไฟห่วงปะทุรอบใหม่ เหตุพื้นที่สูง น้ำไม่เพียงพอ…",1
0,ไปจนถึงจูรงพ้อยท์ บ้า...มีขายเฉพาะในบูกิสและโลกที่ดี บุฟเฟ่ต์ ซีนที่นั่นมีเอมัวร์...,0
1,โอเค....ล้อเล่นกับเธอนะ โอนิ...,0
2,เธอไม่บอกเร็วนักเหรอ...เธอเห็นแล้วค่อยบอก...,0
3,ไม่ ฉันไม่คิดว่าเขาไปที่ยูเอสเอฟนะ เขาอาศัยอยู่แถวๆนี้ละ,0
4,แม้แต่พี่ชายของฉันก็ไม่ชอบคุยกับฉัน พวกเขาปฏิบัติต่อฉันเหมือนจดสิทธิบัตรเอดส์,0
5,ตามคําขอของคุณ 'scription scriptions' ได้รับการตั้งค่าเป็น 'scriptions ของคุณสําหรับทุก scription. กด *9 เพื่อคัดลอกเพื่อนของคุณ.',0
6,ฉันจะกลับบ้านในไม่ช้านี้และฉันไม่ต้องการที่จะพูดคุยเกี่ยวกับสิ่งนี้อีกต่อไปคืนนี้ เคนะ ฉันร้องไห้พอแล้ววันนี้,0
7,ฉันได้ค้นหาคําที่ถูกต้องเพื่อขอบคุณคุณสําหรับการหยุดพักนี้ ฉันสัญญาว่าจะไม่รับความช่วยเหลือจากคุณและจะเติมเต็มคําสัญญาของฉัน คุณได้ยอดเยี่ยมและอวยพรตลอดเวลา,0
8,ฉันมีเดทวันอาทิตย์กับวิลล์นะ,0
9,โอ้ เค...ฉันดูที่นี่นะ,0
10,เอ๊ เธอจําได้ไหมว่าสะกดชื่อของเขายังไง... ใช่ ฉันทํา เขาโคตรซนจนฉันเปียกอ่ะ,0
11,ได้ถ้าต้องการความรู้สึกของเธอ วิธีที่มันจะต้องเป็น,0
12,คุณสะกดชื่อเขาจริงๆ เหรอ?,0
13,ฉันจะพยายามเป็นเวลา 2 เดือน ฮ่าฮ่า ล้อเล่นเท่านั้น,0
14,งั้นก็จ่ายก่อนสิ...งั้นหุ้นจะมาเมื่อไหร่...,0
15,หลังจากที่ฉันกินข้าวกลางวันเสร็จแล้วฉันตรงลงไปเลย ประมาณ 3 โมง เธอกินข้าวกลางวันเสร็จแล้วเหรอ,0
